index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
992,0.90-0.94,Faint,VVS1,EX,GD,EX,-49.0,-45.0,-43.0,-46,-48,-41,-39,-38,-42,-43
993,0.90-0.94,Faint,VVS2,EX,GD,EX,-53.0,-48.0,-44.0,-46,-48,-44,-42,-42,-43,-42
994,0.95-0.99,Faint,IF,EX,GD,EX,-41.0,-39.0,-38.0,-44,-43,-36,-31,-33,-36,-35
995,0.95-0.99,Faint,SI1,EX,GD,EX,-37.0,-35.0,-37.0,-34,-34,-36,-37,-33,-33,-37
996,0.95-0.99,Faint,SI2,EX,GD,EX,-43.0,-39.0,-39.0,-34,-35,-34,-34,-33,-34,-37
997,0.95-0.99,Faint,VS1,EX,GD,EX,-44.0,-39.0,-37.0,-35,-35,-34,-33,-35,-36,-37
998,0.95-0.99,Faint,VS2,EX,GD,EX,-36.0,-34.0,-38.0,-34,-38,-36,-39,-35,-35,-36
999,0.95-0.99,Faint,VVS1,EX,GD,EX,-43.0,-40.0,-40.0,-40,-41,-37,-32,-33,-38,-39
1000,0.95-0.99,Faint,VVS2,EX,GD,EX,-45.0,-44.0,-39.0,-40,-39,-36,-35,-32,-38,-38
1001,0.30-0.34,Faint,IF,VG,GD,EX,-64.0,-58.0,-57.0,-60,-61,-59,-59,-58,-53,-55
1002,0.30-0.34,Faint,SI1,VG,GD,EX,-60.0,-61.0,-60.0,-55,-55,-56,-53,-52,-52,-50
1003,0.30-0.34,Faint,SI2,VG,GD,EX,-60.0,-62.0,-59.0,-53,-54,-54,-51,-54,-54,-50
1004,0.30-0.34,Faint,VS1,VG,GD,EX,-58.0,-61.0,-59.0,-56,-56,-56,-55,-52,-51,-52
1005,0.30-0.34,Faint,VS2,VG,GD,EX,-62.0,-62.0,-60.0,-56,-55,-57,-55,-51,-52,-50
1006,0.30-0.34,Faint,VVS1,VG,GD,EX,-61.0,-56.0,-55.0,-59,-59,-57,-57,-56,-52,-58
1007,0.30-0.34,Faint,VVS2,VG,GD,EX,-62.0,-60.0,-59.0,-57,-58,-58,-58,-55,-54,-56
1008,0.35-0.39,Faint,IF,VG,GD,EX,-61.0,-49.0,-53.0,-55,-56,-55,-55,-55,-53,-49
1009,0.35-0.39,Faint,SI1,VG,GD,EX,-56.0,-60.0,-57.0,-55,-52,-49,-42,-48,-47,-48
1010,0.35-0.39,Faint,SI2,VG,GD,EX,-58.0,-59.0,-56.0,-53,-53,-50,-47,-52,-48,-48
1011,0.35-0.39,Faint,VS1,VG,GD,EX,-58.0,-61.0,-57.0,-55,-54,-52,-47,-51,-48,-49
1012,0.35-0.39,Faint,VS2,VG,GD,EX,-61.0,-62.0,-58.0,-55,-52,-52,-45,-49,-50,-49
1013,0.35-0.39,Faint,VVS1,VG,GD,EX,-57.0,-51.0,-53.0,-55,-55,-54,-52,-54,-52,-50
1014,0.35-0.39,Faint,VVS2,VG,GD,EX,-60.0,-58.0,-56.0,-57,-56,-55,-51,-54,-51,-53
1015,0.40-0.44,Faint,IF,VG,GD,EX,-50.0,-44.0,-44.0,-47,-45,-50,-50,-51,-48,-52
1016,0.40-0.44,Faint,IF,VG,GD,EX,-50.0,-44.0,-44.0,-47,-45,-50,-50,-51,-48,-52
1017,0.40-0.44,Faint,SI1,VG,GD,EX,-54.0,-51.0,-51.0,-48,-46,-46,-46,-48,-50,-47
1018,0.40-0.44,Faint,SI1,VG,GD,EX,-54.0,-51.0,-51.0,-48,-46,-46,-46,-48,-50,-47
1019,0.40-0.44,Faint,SI2,VG,GD,EX,-56.0,-56.0,-54.0,-51,-48,-46,-47,-45,-43,-45
1020,0.40-0.44,Faint,SI2,VG,GD,EX,-56.0,-56.0,-54.0,-51,-48,-46,-47,-45,-43,-45
1021,0.40-0.44,Faint,VS1,VG,GD,EX,-54.0,-50.0,-49.0,-46,-45,-52,-50,-50,-51,-51
1022,0.40-0.44,Faint,VS1,VG,GD,EX,-54.0,-50.0,-49.0,-46,-45,-52,-50,-50,-51,-51
1023,0.40-0.44,Faint,VS2,VG,GD,EX,-55.0,-54.0,-52.0,-48,-45,-52,-49,-50,-52,-49
1024,0.40-0.44,Faint,VS2,VG,GD,EX,-55.0,-54.0,-52.0,-48,-45,-52,-49,-50,-52,-49
1025,0.40-0.44,Faint,VVS1,VG,GD,EX,-49.0,-43.0,-44.0,-45,-45,-51,-52,-52,-47,-50
1026,0.40-0.44,Faint,VVS1,VG,GD,EX,-49.0,-43.0,-44.0,-45,-45,-51,-52,-52,-47,-50
1027,0.40-0.44,Faint,VVS2,VG,GD,EX,-53.0,-49.0,-47.0,-46,-46,-53,-52,-53,-53,-52
1028,0.40-0.44,Faint,VVS2,VG,GD,EX,-53.0,-49.0,-47.0,-46,-46,-53,-52,-53,-53,-52
1029,0.45-0.49,Faint,IF,VG,GD,EX,-49.0,-40.0,-36.0,-35,-37,-40,-38,-51,-45,-43
1030,0.45-0.49,Faint,SI1,VG,GD,EX,-51.0,-46.0,-45.0,-42,-38,-41,-42,-42,-42,-47
1031,0.45-0.49,Faint,SI2,VG,GD,EX,-57.0,-54.0,-51.0,-47,-42,-42,-42,-42,-41,-49
1032,0.45-0.49,Faint,VS1,VG,GD,EX,-50.0,-45.0,-43.0,-39,-39,-44,-46,-43,-45,-47
1033,0.45-0.49,Faint,VS2,VG,GD,EX,-46.0,-48.0,-46.0,-42,-37,-42,-43,-43,-43,-47
1034,0.45-0.49,Faint,VVS1,VG,GD,EX,-45.0,-38.0,-36.0,-38,-38,-45,-42,-48,-43,-44
1035,0.45-0.49,Faint,VVS2,VG,GD,EX,-52.0,-47.0,-42.0,-39,-39,-44,-48,-47,-46,-52
1036,0.50-0.59,Faint,IF,VG,GD,EX,-64.0,-56.0,-55.0,-53,-58,-56,-51,-49,-50,-49
1037,0.50-0.59,Faint,SI1,VG,GD,EX,-62.0,-63.0,-62.0,-59,-56,-55,-54,-53,-51,-53
1038,0.50-0.59,Faint,SI2,VG,GD,EX,-61.0,-62.0,-61.0,-59,-58,-58,-54,-54,-51,-48
1039,0.50-0.59,Faint,VS1,VG,GD,EX,-64.0,-62.0,-62.0,-58,-58,-55,-52,-52,-50,-50
1040,0.50-0.59,Faint,VS2,VG,GD,EX,-65.0,-64.0,-63.0,-59,-58,-55,-54,-55,-49,-50
1041,0.50-0.59,Faint,VVS1,VG,GD,EX,-64.0,-55.0,-55.0,-54,-58,-57,-53,-49,-49,-51
1042,0.50-0.59,Faint,VVS2,VG,GD,EX,-68.0,-62.0,-60.0,-56,-57,-56,-54,-53,-48,-51
1043,0.70-0.74,Faint,IF,VG,GD,EX,-56.0,-51.0,-46.0,-51,-57,-54,-50,-50,-45,-48
1044,0.70-0.74,Faint,SI1,VG,GD,EX,-62.0,-60.0,-55.0,-54,-52,-51,-48,-47,-50,-53
1045,0.70-0.74,Faint,SI2,VG,GD,EX,-62.0,-61.0,-59.0,-58,-54,-51,-50,-52,-50,-54
1046,0.70-0.74,Faint,VS1,VG,GD,EX,-57.0,-57.0,-55.0,-51,-56,-49,-47,-48,-50,-56
1047,0.70-0.74,Faint,VS2,VG,GD,EX,-61.0,-58.0,-56.0,-55,-54,-52,-49,-51,-51,-55
1048,0.70-0.74,Faint,VVS1,VG,GD,EX,-52.0,-51.0,-45.0,-52,-56,-54,-49,-47,-50,-49
1049,0.70-0.74,Faint,VVS2,VG,GD,EX,-57.0,-54.0,-50.0,-53,-57,-53,-49,-50,-49,-54
1050,0.75-0.79,Faint,IF,VG,GD,EX,-49.0,-44.0,-42.0,-45,-51,-48,-46,-42,-43,-44
1051,0.75-0.79,Faint,SI1,VG,GD,EX,-56.0,-53.0,-53.0,-47,-46,-42,-40,-45,-42,-50
1052,0.75-0.79,Faint,SI2,VG,GD,EX,-59.0,-55.0,-57.0,-51,-46,-46,-40,-46,-45,-46
1053,0.75-0.79,Faint,VS1,VG,GD,EX,-51.0,-50.0,-51.0,-47,-49,-44,-42,-44,-43,-48
1054,0.75-0.79,Faint,VS2,VG,GD,EX,-56.0,-57.0,-55.0,-50,-47,-43,-42,-44,-41,-50
1055,0.75-0.79,Faint,VVS1,VG,GD,EX,-46.0,-42.0,-40.0,-45,-51,-48,-44,-43,-40,-43
1056,0.75-0.79,Faint,VVS2,VG,GD,EX,-50.0,-49.0,-47.0,-51,-53,-47,-45,-44,-40,-49
1057,0.80-0.89,Faint,IF,VG,GD,EX,-44.0,-38.0,-35.0,-36,-41,-36,-37,-33,-37,-39
1058,0.80-0.89,Faint,SI1,VG,GD,EX,-46.0,-47.0,-44.0,-44,-42,-38,-38,-42,-41,-45
1059,0.80-0.89,Faint,SI2,VG,GD,EX,-48.0,-52.0,-50.0,-48,-45,-43,-39,-40,-42,-45
1060,0.80-0.89,Faint,VS1,VG,GD,EX,-43.0,-42.0,-41.0,-43,-43,-42,-38,-34,-41,-44
1061,0.80-0.89,Faint,VS2,VG,GD,EX,-43.0,-44.0,-43.0,-41,-42,-42,-36,-37,-40,-44
1062,0.80-0.89,Faint,VVS1,VG,GD,EX,-39.0,-36.0,-36.0,-35,-40,-38,-37,-35,-36,-42
1063,0.80-0.89,Faint,VVS2,VG,GD,EX,-42.0,-40.0,-41.0,-40,-43,-40,-37,-30,-40,-47
1064,0.90-0.94,Faint,IF,VG,GD,EX,-59.0,-57.0,-56.0,-58,-58,-49,-46,-47,-50,-53
1065,0.90-0.94,Faint,SI1,VG,GD,EX,-55.0,-51.0,-50.0,-48,-49,-49,-48,-45,-48,-50
1066,0.90-0.94,Faint,SI2,VG,GD,EX,-59.0,-57.0,-52.0,-53,-52,-47,-46,-49,-46,-47
1067,0.90-0.94,Faint,VS1,VG,GD,EX,-63.0,-59.0,-54.0,-53,-54,-51,-48,-47,-48,-49
1068,0.90-0.94,Faint,VS2,VG,GD,EX,-61.0,-56.0,-55.0,-52,-53,-51,-50,-49,-49,-48
1069,0.90-0.94,Faint,VVS1,VG,GD,EX,-59.0,-55.0,-53.0,-56,-58,-50,-47,-46,-50,-51
1070,0.90-0.94,Faint,VVS2,VG,GD,EX,-63.0,-58.0,-54.0,-56,-58,-53,-50,-50,-51,-50
1071,0.95-0.99,Faint,IF,VG,GD,EX,-50.0,-48.0,-47.0,-53,-52,-45,-40,-41,-44,-43
1072,0.95-0.99,Faint,SI1,VG,GD,EX,-46.0,-44.0,-45.0,-43,-43,-45,-45,-40,-40,-44
1073,0.95-0.99,Faint,SI2,VG,GD,EX,-52.0,-48.0,-47.0,-43,-44,-43,-42,-40,-41,-44
1074,0.95-0.99,Faint,VS1,VG,GD,EX,-53.0,-48.0,-45.0,-44,-44,-43,-41,-41,-42,-43
1075,0.95-0.99,Faint,VS2,VG,GD,EX,-45.0,-43.0,-46.0,-43,-47,-45,-47,-41,-41,-42
1076,0.95-0.99,Faint,VVS1,VG,GD,EX,-52.0,-49.0,-49.0,-49,-50,-46,-41,-41,-46,-47
1077,0.95-0.99,Faint,VVS2,VG,GD,EX,-54.0,-53.0,-48.0,-49,-48,-45,-44,-40,-46,-46
1078,0.30-0.34,Med,IF,EX,GD,EX,-61.0,-56.0,-55.0,-59,-58,-56,-56,-55,-50,-52
1079,0.30-0.34,Med,SI1,EX,GD,EX,-58.0,-59.0,-57.0,-51,-50,-52,-48,-48,-48,-46
1080,0.30-0.34,Med,SI2,EX,GD,EX,-58.0,-60.0,-56.0,-49,-49,-50,-46,-50,-50,-46
1081,0.30-0.34,Med,VS1,EX,GD,EX,-55.0,-58.0,-55.0,-52,-52,-52,-51,-48,-47,-48
1082,0.30-0.34,Med,VS2,EX,GD,EX,-59.0,-59.0,-56.0,-52,-51,-53,-51,-47,-48,-46
1083,0.30-0.34,Med,VVS1,EX,GD,EX,-58.0,-54.0,-53.0,-58,-56,-54,-54,-53,-49,-55
1084,0.30-0.34,Med,VVS2,EX,GD,EX,-59.0,-58.0,-57.0,-56,-55,-55,-55,-52,-51,-53
1085,0.35-0.39,Med,IF,EX,GD,EX,-56.0,-44.0,-49.0,-53,-53,-53,-52,-52,-50,-46
1086,0.35-0.39,Med,SI1,EX,GD,EX,-53.0,-57.0,-55.0,-52,-49,-47,-38,-45,-44,-45
1087,0.35-0.39,Med,SI2,EX,GD,EX,-55.0,-56.0,-54.0,-50,-50,-48,-43,-49,-45,-45
1088,0.35-0.39,Med,VS1,EX,GD,EX,-52.0,-57.0,-55.0,-52,-51,-50,-44,-47,-44,-45
1089,0.35-0.39,Med,VS2,EX,GD,EX,-55.0,-58.0,-56.0,-52,-49,-50,-42,-45,-46,-45
1090,0.35-0.39,Med,VVS1,EX,GD,EX,-52.0,-46.0,-49.0,-53,-52,-52,-49,-51,-49,-47
1091,0.35-0.39,Med,VVS2,EX,GD,EX,-55.0,-53.0,-52.0,-55,-53,-53,-48,-51,-48,-50
1092,0.40-0.44,Med,IF,EX,GD,EX,-47.0,-42.0,-42.0,-46,-43,-47,-46,-47,-44,-48
1093,0.40-0.44,Med,IF,EX,GD,EX,-47.0,-42.0,-42.0,-46,-43,-47,-46,-47,-44,-48
1094,0.40-0.44,Med,SI1,EX,GD,EX,-53.0,-50.0,-48.0,-44,-43,-44,-42,-45,-47,-44
1095,0.40-0.44,Med,SI1,EX,GD,EX,-53.0,-50.0,-48.0,-44,-43,-44,-42,-45,-47,-44
1096,0.40-0.44,Med,SI2,EX,GD,EX,-55.0,-55.0,-51.0,-47,-45,-44,-43,-42,-40,-42
1097,0.40-0.44,Med,SI2,EX,GD,EX,-55.0,-55.0,-51.0,-47,-45,-44,-43,-42,-40,-42
1098,0.40-0.44,Med,VS1,EX,GD,EX,-52.0,-48.0,-47.0,-44,-43,-50,-47,-46,-47,-47
1099,0.40-0.44,Med,VS1,EX,GD,EX,-52.0,-48.0,-47.0,-44,-43,-50,-47,-46,-47,-47
1100,0.40-0.44,Med,VS2,EX,GD,EX,-53.0,-52.0,-50.0,-46,-43,-50,-46,-46,-48,-45
1101,0.40-0.44,Med,VS2,EX,GD,EX,-53.0,-52.0,-50.0,-46,-43,-50,-46,-46,-48,-45
1102,0.40-0.44,Med,VVS1,EX,GD,EX,-46.0,-41.0,-42.0,-44,-43,-48,-48,-48,-43,-46
1103,0.40-0.44,Med,VVS1,EX,GD,EX,-46.0,-41.0,-42.0,-44,-43,-48,-48,-48,-43,-46
1104,0.40-0.44,Med,VVS2,EX,GD,EX,-50.0,-47.0,-45.0,-45,-44,-50,-48,-49,-49,-48
1105,0.40-0.44,Med,VVS2,EX,GD,EX,-50.0,-47.0,-45.0,-45,-44,-50,-48,-49,-49,-48
1106,0.45-0.49,Med,IF,EX,GD,EX,-41.0,-32.0,-30.0,-30,-33,-35,-32,-44,-38,-36
1107,0.45-0.49,Med,SI1,EX,GD,EX,-43.0,-39.0,-37.0,-34,-32,-34,-34,-35,-35,-40
1108,0.45-0.49,Med,SI2,EX,GD,EX,-49.0,-47.0,-43.0,-39,-36,-35,-34,-35,-34,-42
1109,0.45-0.49,Med,VS1,EX,GD,EX,-41.0,-37.0,-36.0,-31,-33,-37,-39,-37,-39,-41
1110,0.45-0.49,Med,VS2,EX,GD,EX,-37.0,-40.0,-39.0,-34,-31,-35,-36,-37,-37,-41
1111,0.45-0.49,Med,VVS1,EX,GD,EX,-37.0,-30.0,-30.0,-33,-34,-40,-36,-41,-36,-37
1112,0.45-0.49,Med,VVS2,EX,GD,EX,-44.0,-39.0,-36.0,-34,-35,-39,-42,-40,-39,-45
1113,0.50-0.59,Med,IF,EX,GD,EX,-57.0,-51.0,-52.0,-52,-56,-55,-50,-48,-49,-48
1114,0.50-0.59,Med,SI1,EX,GD,EX,-57.0,-58.0,-59.0,-57,-53,-53,-52,-50,-48,-50
1115,0.50-0.59,Med,SI2,EX,GD,EX,-56.0,-57.0,-58.0,-57,-55,-56,-52,-51,-48,-45
1116,0.50-0.59,Med,VS1,EX,GD,EX,-59.0,-58.0,-58.0,-56,-56,-54,-50,-50,-48,-48
1117,0.50-0.59,Med,VS2,EX,GD,EX,-60.0,-60.0,-59.0,-57,-56,-54,-52,-53,-47,-48
1118,0.50-0.59,Med,VVS1,EX,GD,EX,-57.0,-50.0,-52.0,-53,-56,-56,-52,-48,-48,-50
1119,0.50-0.59,Med,VVS2,EX,GD,EX,-61.0,-57.0,-57.0,-55,-55,-55,-53,-52,-47,-50
1120,0.70-0.74,Med,IF,EX,GD,EX,-53.0,-47.0,-45.0,-49,-54,-51,-48,-48,-43,-46
1121,0.70-0.74,Med,SI1,EX,GD,EX,-57.0,-56.0,-52.0,-51,-50,-48,-46,-44,-47,-50
1122,0.70-0.74,Med,SI2,EX,GD,EX,-57.0,-57.0,-56.0,-55,-52,-48,-48,-49,-47,-51
1123,0.70-0.74,Med,VS1,EX,GD,EX,-54.0,-55.0,-52.0,-49,-53,-47,-45,-47,-49,-55
1124,0.70-0.74,Med,VS2,EX,GD,EX,-58.0,-56.0,-53.0,-53,-51,-50,-47,-50,-50,-54
1125,0.70-0.74,Med,VVS1,EX,GD,EX,-49.0,-47.0,-44.0,-50,-53,-51,-47,-45,-48,-47
1126,0.70-0.74,Med,VVS2,EX,GD,EX,-54.0,-50.0,-49.0,-51,-54,-50,-47,-48,-47,-52
1127,0.75-0.79,Med,IF,EX,GD,EX,-46.0,-40.0,-38.0,-43,-48,-45,-43,-41,-42,-43
1128,0.75-0.79,Med,SI1,EX,GD,EX,-51.0,-49.0,-49.0,-45,-43,-40,-38,-44,-41,-49
1129,0.75-0.79,Med,SI2,EX,GD,EX,-54.0,-51.0,-53.0,-49,-43,-44,-38,-45,-44,-45
1130,0.75-0.79,Med,VS1,EX,GD,EX,-47.0,-46.0,-47.0,-45,-47,-41,-40,-43,-42,-47
1131,0.75-0.79,Med,VS2,EX,GD,EX,-52.0,-53.0,-51.0,-48,-45,-40,-40,-43,-40,-49
1132,0.75-0.79,Med,VVS1,EX,GD,EX,-43.0,-38.0,-36.0,-43,-48,-45,-41,-42,-39,-42
1133,0.75-0.79,Med,VVS2,EX,GD,EX,-47.0,-45.0,-43.0,-49,-50,-44,-42,-43,-39,-48
1134,0.80-0.89,Med,IF,EX,GD,EX,-40.0,-34.0,-32.0,-35,-40,-36,-36,-31,-35,-37
1135,0.80-0.89,Med,SI1,EX,GD,EX,-44.0,-45.0,-43.0,-43,-40,-36,-36,-41,-40,-44
1136,0.80-0.89,Med,SI2,EX,GD,EX,-46.0,-50.0,-49.0,-47,-43,-41,-37,-39,-41,-44
1137,0.80-0.89,Med,VS1,EX,GD,EX,-40.0,-39.0,-39.0,-42,-41,-41,-36,-32,-39,-42
1138,0.80-0.89,Med,VS2,EX,GD,EX,-40.0,-41.0,-41.0,-40,-40,-41,-34,-35,-38,-42
1139,0.80-0.89,Med,VVS1,EX,GD,EX,-35.0,-32.0,-33.0,-34,-39,-38,-36,-33,-34,-40
1140,0.80-0.89,Med,VVS2,EX,GD,EX,-38.0,-36.0,-38.0,-39,-42,-40,-36,-28,-38,-45
1141,0.90-0.94,Med,IF,EX,GD,EX,-56.0,-55.0,-55.0,-57,-57,-49,-47,-47,-50,-53
1142,0.90-0.94,Med,SI1,EX,GD,EX,-52.0,-50.0,-50.0,-48,-49,-51,-51,-47,-50,-52
1143,0.90-0.94,Med,SI2,EX,GD,EX,-56.0,-56.0,-52.0,-53,-52,-49,-49,-51,-48,-49
1144,0.90-0.94,Med,VS1,EX,GD,EX,-60.0,-57.0,-52.0,-52,-54,-52,-50,-48,-49,-50
1145,0.90-0.94,Med,VS2,EX,GD,EX,-58.0,-54.0,-53.0,-51,-53,-52,-52,-50,-50,-49
1146,0.90-0.94,Med,VVS1,EX,GD,EX,-56.0,-53.0,-52.0,-55,-57,-50,-48,-46,-50,-51
1147,0.90-0.94,Med,VVS2,EX,GD,EX,-60.0,-56.0,-53.0,-55,-57,-53,-51,-50,-51,-50
1148,0.95-0.99,Med,IF,EX,GD,EX,-52.0,-50.0,-49.0,-56,-54,-48,-43,-44,-47,-46
1149,0.95-0.99,Med,SI1,EX,GD,EX,-50.0,-48.0,-49.0,-47,-47,-49,-49,-44,-44,-48
1150,0.95-0.99,Med,SI2,EX,GD,EX,-56.0,-52.0,-51.0,-47,-48,-47,-46,-44,-45,-48
1151,0.95-0.99,Med,VS1,EX,GD,EX,-56.0,-52.0,-49.0,-48,-47,-47,-45,-46,-47,-48
1152,0.95-0.99,Med,VS2,EX,GD,EX,-48.0,-47.0,-50.0,-47,-50,-49,-51,-46,-46,-47
1153,0.95-0.99,Med,VVS1,EX,GD,EX,-54.0,-51.0,-51.0,-52,-52,-49,-44,-44,-49,-50
1154,0.95-0.99,Med,VVS2,EX,GD,EX,-56.0,-55.0,-50.0,-52,-50,-48,-47,-43,-49,-49
1155,0.30-0.34,Med,IF,VG,GD,EX,-69.0,-63.0,-61.0,-65,-64,-62,-62,-60,-55,-57
1156,0.30-0.34,Med,SI1,VG,GD,EX,-64.0,-65.0,-63.0,-57,-56,-58,-54,-53,-53,-51
1157,0.30-0.34,Med,SI2,VG,GD,EX,-64.0,-66.0,-62.0,-55,-55,-56,-52,-55,-55,-51
1158,0.30-0.34,Med,VS1,VG,GD,EX,-61.0,-64.0,-61.0,-58,-58,-58,-57,-53,-52,-53
1159,0.30-0.34,Med,VS2,VG,GD,EX,-65.0,-65.0,-62.0,-58,-57,-59,-57,-52,-53,-51
1160,0.30-0.34,Med,VVS1,VG,GD,EX,-66.0,-61.0,-59.0,-64,-62,-60,-60,-58,-54,-60
1161,0.30-0.34,Med,VVS2,VG,GD,EX,-67.0,-65.0,-63.0,-62,-61,-61,-61,-57,-56,-58
1162,0.35-0.39,Med,IF,VG,GD,EX,-66.0,-54.0,-57.0,-59,-60,-59,-58,-58,-56,-52
1163,0.35-0.39,Med,SI1,VG,GD,EX,-61.0,-65.0,-61.0,-58,-55,-53,-44,-50,-49,-50
1164,0.35-0.39,Med,SI2,VG,GD,EX,-63.0,-64.0,-60.0,-56,-56,-54,-49,-54,-50,-50
1165,0.35-0.39,Med,VS1,VG,GD,EX,-62.0,-65.0,-61.0,-58,-57,-56,-50,-53,-50,-51
1166,0.35-0.39,Med,VS2,VG,GD,EX,-65.0,-66.0,-62.0,-58,-55,-56,-48,-51,-52,-51
1167,0.35-0.39,Med,VVS1,VG,GD,EX,-62.0,-56.0,-57.0,-59,-59,-58,-55,-57,-55,-53
1168,0.35-0.39,Med,VVS2,VG,GD,EX,-65.0,-63.0,-60.0,-61,-60,-59,-54,-57,-54,-56
1169,0.40-0.44,Med,IF,VG,GD,EX,-54.0,-48.0,-48.0,-52,-49,-53,-53,-54,-51,-55
1170,0.40-0.44,Med,IF,VG,GD,EX,-54.0,-48.0,-48.0,-52,-49,-53,-53,-54,-51,-55
1171,0.40-0.44,Med,SI1,VG,GD,EX,-59.0,-56.0,-55.0,-51,-49,-50,-48,-50,-52,-49
1172,0.40-0.44,Med,SI1,VG,GD,EX,-59.0,-56.0,-55.0,-51,-49,-50,-48,-50,-52,-49
1173,0.40-0.44,Med,SI2,VG,GD,EX,-61.0,-61.0,-58.0,-54,-51,-50,-49,-47,-45,-47
1174,0.40-0.44,Med,SI2,VG,GD,EX,-61.0,-61.0,-58.0,-54,-51,-50,-49,-47,-45,-47
1175,0.40-0.44,Med,VS1,VG,GD,EX,-58.0,-54.0,-53.0,-50,-49,-56,-53,-52,-53,-53
1176,0.40-0.44,Med,VS1,VG,GD,EX,-58.0,-54.0,-53.0,-50,-49,-56,-53,-52,-53,-53
1177,0.40-0.44,Med,VS2,VG,GD,EX,-59.0,-58.0,-56.0,-52,-49,-56,-52,-52,-54,-51
1178,0.40-0.44,Med,VS2,VG,GD,EX,-59.0,-58.0,-56.0,-52,-49,-56,-52,-52,-54,-51
1179,0.40-0.44,Med,VVS1,VG,GD,EX,-53.0,-47.0,-48.0,-50,-49,-54,-55,-55,-50,-53
1180,0.40-0.44,Med,VVS1,VG,GD,EX,-53.0,-47.0,-48.0,-50,-49,-54,-55,-55,-50,-53
1181,0.40-0.44,Med,VVS2,VG,GD,EX,-57.0,-53.0,-51.0,-51,-50,-56,-55,-56,-56,-55
1182,0.40-0.44,Med,VVS2,VG,GD,EX,-57.0,-53.0,-51.0,-51,-50,-56,-55,-56,-56,-55
1183,0.45-0.49,Med,IF,VG,GD,EX,-54.0,-44.0,-41.0,-41,-43,-45,-42,-55,-49,-47
1184,0.45-0.49,Med,SI1,VG,GD,EX,-55.0,-50.0,-48.0,-45,-42,-44,-45,-45,-45,-50
1185,0.45-0.49,Med,SI2,VG,GD,EX,-61.0,-58.0,-54.0,-50,-46,-45,-45,-45,-44,-52
1186,0.45-0.49,Med,VS1,VG,GD,EX,-54.0,-49.0,-47.0,-42,-43,-47,-49,-47,-49,-51
1187,0.45-0.49,Med,VS2,VG,GD,EX,-50.0,-52.0,-50.0,-45,-41,-45,-46,-47,-47,-51
1188,0.45-0.49,Med,VVS1,VG,GD,EX,-50.0,-42.0,-41.0,-44,-44,-50,-46,-52,-47,-48
1189,0.45-0.49,Med,VVS2,VG,GD,EX,-57.0,-51.0,-47.0,-45,-45,-49,-52,-51,-50,-56
1190,0.50-0.59,Med,IF,VG,GD,EX,-68.0,-60.0,-59.0,-58,-63,-61,-55,-53,-54,-53
1191,0.50-0.59,Med,SI1,VG,GD,EX,-66.0,-67.0,-68.0,-63,-60,-59,-57,-55,-53,-55
1192,0.50-0.59,Med,SI2,VG,GD,EX,-65.0,-66.0,-67.0,-63,-62,-62,-57,-56,-53,-50
1193,0.50-0.59,Med,VS1,VG,GD,EX,-68.0,-66.0,-66.0,-63,-63,-59,-55,-55,-53,-53
1194,0.50-0.59,Med,VS2,VG,GD,EX,-69.0,-68.0,-67.0,-64,-63,-59,-57,-58,-52,-53
1195,0.50-0.59,Med,VVS1,VG,GD,EX,-68.0,-59.0,-59.0,-59,-63,-62,-57,-53,-53,-55
1196,0.50-0.59,Med,VVS2,VG,GD,EX,-70.0,-66.0,-64.0,-61,-62,-61,-58,-57,-52,-55
1197,0.70-0.74,Med,IF,VG,GD,EX,-61.0,-56.0,-52.0,-56,-61,-58,-54,-54,-49,-52
1198,0.70-0.74,Med,SI1,VG,GD,EX,-65.0,-64.0,-59.0,-57,-56,-54,-52,-51,-54,-57
1199,0.70-0.74,Med,SI2,VG,GD,EX,-65.0,-65.0,-63.0,-61,-58,-54,-54,-56,-54,-58
1200,0.70-0.74,Med,VS1,VG,GD,EX,-62.0,-63.0,-60.0,-56,-60,-54,-52,-53,-55,-61
1201,0.70-0.74,Med,VS2,VG,GD,EX,-66.0,-64.0,-61.0,-60,-58,-57,-54,-56,-56,-60
1202,0.70-0.74,Med,VVS1,VG,GD,EX,-57.0,-56.0,-51.0,-57,-60,-58,-53,-51,-54,-53
1203,0.70-0.74,Med,VVS2,VG,GD,EX,-62.0,-59.0,-56.0,-58,-61,-57,-53,-54,-53,-58
1204,0.75-0.79,Med,IF,VG,GD,EX,-54.0,-48.0,-46.0,-50,-55,-52,-50,-47,-48,-49
1205,0.75-0.79,Med,SI1,VG,GD,EX,-59.0,-57.0,-57.0,-52,-50,-47,-45,-50,-47,-55
1206,0.75-0.79,Med,SI2,VG,GD,EX,-62.0,-59.0,-61.0,-56,-50,-51,-45,-51,-50,-51
1207,0.75-0.79,Med,VS1,VG,GD,EX,-55.0,-54.0,-55.0,-52,-54,-48,-46,-48,-47,-52
1208,0.75-0.79,Med,VS2,VG,GD,EX,-60.0,-61.0,-59.0,-55,-52,-47,-46,-48,-45,-54
1209,0.75-0.79,Med,VVS1,VG,GD,EX,-51.0,-46.0,-44.0,-50,-55,-52,-48,-48,-45,-48
1210,0.75-0.79,Med,VVS2,VG,GD,EX,-55.0,-53.0,-51.0,-56,-57,-51,-49,-49,-45,-54
